   ,SPECIES_ID,SPECIES_NAME,ALPHA_CODE,Download,TAXONOMIC_ORDER,SCI_NAME,RECOMENDSIZE,ALLOWABLESIZE,ENDANGERED,RAPTOR,GAMEBIRD
208,1690,Lesser Snow Goose,LSGO,1,10,Anser caerulescens caerulescens,7B,"7B, 7",,,Y
209,1691,Blue Goose,BLGO,1,11,Anser caerulescens,7B,"7B, 7",,,Y
210,1695,Snow X Blue Goose Intergrade,SBGI,1,12,,7B,7B,,,Y
211,1698,Blue Greater Snow Goose,BGSG,1,13,,7B,7B,,,Y
212,1699,Greater Snow Goose,GSGO,1,14,Anser caerulescens atlantica,7B,7B,,,Y
213,1700,Ross's Goose,ROGO,1,16,Anser rossii,7B,7B,,,Y
214,1703,Snow X Ross's Goose Hybrid,SRGH,1,15,,7B,7B,,,Y
215,1710,Greater White-fronted Goose,GWFG,1,6,Anser albifrons,"7B, 8","7B, 8",,,Y
216,1716,Other Hybrid Goose,OHGO,1,27,,"8, 7B","8, 7B",,,
217,1719,Tule White-fronted Goose,TWFG,1,8,Anser albifrons elgasi,8,8,,,Y
218,1720,Canada Goose,CAGO,1,25,Branta canadensis,8,"8, 8A",,,Y
219,1721,Aleutian Canada Goose,ACGO,1,21,Branta hutchinsii leucopareia,"7B, 7","7B, 7, 7A",,,Y
220,1722,Cackling Goose,CACG,1,22,Branta hutchinsii,"7A, 7, 7B","7A, 7, 7B",,,Y
221,1723,Large Canada Goose,LCGO,1,23,Branta canadensis maxima,8,"8, 8A",,,Y
222,1729,Small Canada Goose,SCGO,1,24,Branta canadensis parvipes,"7B, 7","7B, 7, 7D",,,Y
223,1730,Atlantic Brant,ATBR,1,17,Branta bernicla hrota,"7B, 7","7B, 7, 7A",,,Y
224,1731,Black X Atlantic Brant Intergrade,BABI,1,18,,"7A, 7, 7B","7A, 7, 7B",,,Y
225,1740,Black Brant,BLBR,1,19,Branta bernicla nigricans,"7A, 7, 7B","7A, 7, 7B",,,Y
226,1750,Barnacle Goose,BRNG,1,20,Branta leucopsis,7B,7B,,,
227,1751,Hawaiian Goose,HAGO,1,26,Branta sandvicensis,"8, 7B","8, 7B, 8A",Y,,
228,1760,Emperor Goose,EMGO,1,9,Anser canagicus,7B,"7B, 7",,,Y
229,1770,Black-bellied Whistling-Duck,BBWD,1,1,Dendrocygna autumnalis,"7A, 7","7A, 7, 7B",,,Y
230,1771,West Indian Whistling-Duck,WIWD,1,2,Dendrocygna arborea,7B,7B,,,Y
231,1780,Fulvous Whistling-Duck,FUWD,1,3,Dendrocygna bicolor,"7A, 7","7A, 7, 6",,,Y
232,1782,Mute Swan,MUSW,1,28,Cygnus olor,9C,"9C, 9, 9A",,,
233,1790,Whooper Swan,WHOS,1,32,Cygnus cygnus,9,9,,,
234,1800,Whistling Swan,WHSW,1,30,Cygnus columbianus columbianus,9,"9, 9C",,,Y
235,1801,Bewick's Swan,BESW,1,31,Cygnus columbianus bewickii,9,9,,,
236,1810,Trumpeter Swan,TRUS,1,29,Cygnus buccinator,"9C, 9","9C, 9",,,Y
160,1290,Common Merganser,COME,2,81,Mergus merganser,"7A, 7","7A, 7, 7V",,,Y
161,1300,Red-breasted Merganser,RBME,2,82,Mergus serrator,"6, 7A","6, 7A",,,Y
162,1310,Hooded Merganser,HOME,2,80,Lophodytes cucullatus,"5, 5A, 6","5, 5A, 6",,,Y
163,1320,Mallard,MALL,2,45,Anas platyrhynchos,"7A, 7","7A, 7, 6, 7B",,,Y
164,1321,Hawaiian Duck,HAWD,2,48,Anas wyvilliana,"6, 7A","6, 7A, 5",Y,,
165,1322,Laysan Duck,LADU,2,49,Anas laysanensis,"5, 5A, 6","5, 5A, 6",Y,,
166,1323,Mallard X Hawaiian Duck Hybrid,MHDH,2,50,,"7A, 6","7A, 6",,,Y
167,1325,Mallard X American Black Duck Intermediate,MBDX,2,42,,7A,"7A, 7",,,Y
168,1326,Mallard X American Black Duck Hybrid,MBDH,2,43,,7A,"7A, 7",,,Y
169,1327,Mallard Dominant X American Black Duck Hybrid,MALX,2,44,,7A,"7A, 7",,,Y
170,1330,American Black Duck,ABDU,2,40,Anas rubripes,7A,"7A, 7",,,Y
171,1331,Mexican Duck,MEDU,2,47,Anas diazi,7A,7A,,,
172,1337,American Black Duck Dominant X Mallard Hybrid,ABDX,2,41,,7A,"7A, 7",,,Y
173,1340,Mottled Duck,MODU,2,46,Anas fulvigula,7A,"7A, 7",,,Y
174,1350,Gadwall,GADW,2,35,Mareca strepera,6,"6, 5A, 7A",,,Y
175,1360,Eurasian Wigeon,EUWI,2,37,Mareca penelope,6,6,,,Y
176,1370,American Wigeon,AMWI,2,38,Mareca americana,6,"6, 5A, 7A",,,Y
177,1380,European Green-winged Teal,EGWT,2,58,Anas crecca crecca,"4, 4A","4, 4A, 5",,,Y
178,1390,Green-winged Teal,AGWT,2,59,Anas crecca,"4, 4A","4, 4A, 5",,,Y
179,1392,Garganey,GARG,2,56,Spatula querquedula,"4A, 4","4A, 4",,,Y
180,1400,Blue-winged Teal,BWTE,2,51,Spatula discors,"5, 4A","5, 4A, 4, 5A",,,Y
181,1401,Unidentified Teal,UNTE,2,60,,"5, 4A","5, 4A, 4",,,Y
182,1410,Cinnamon Teal,CITE,2,52,Spatula cyanoptera,"5, 4A","5, 4A, 4, 5A",,,Y
183,1420,Northern Shoveler,NSHO,2,53,Spatula clypeata,"5, 6, 5A","5, 6, 5A",,,Y
184,1430,Northern Pintail,NOPI,2,55,Anas acuta,6,"6, 5A, 7A",,,Y
185,1431,White-cheeked Pintail,WHIP,2,54,Anas bahamensis,"5, 5A","5, 5A, 6",,,Y
186,1436,Other Hybrid Duck,OHDU,2,85,,"7A, 6, 5A, 5","7A, 6, 5A, 5",,,Y
187,1440,Wood Duck,WODU,2,34,Aix sponsa,"M: 5A, 6, 5 / F: 5A, 5, 6","M: 5A, 6, 5 / F: 5A, 5, 6",,,Y
188,1460,Redhead,REDH,2,62,Aythya americana,"6, 7A","6, 7A",,,Y
189,1470,Canvasback,CANV,2,61,Aythya valisineria,7A,"7A, 6, 7",,,Y
190,1480,Greater Scaup,GRSC,2,66,Aythya marila,"6, 5A, 5","6, 5A, 5",,,Y
191,1490,Lesser Scaup,LESC,2,67,Aythya affinis,"6, 5A, 5","6, 5A, 5",,,Y
192,1491,Tufted Duck,TUDU,2,65,Aythya fuligula,5,5,,,Y
193,1500,Ring-necked Duck,RNDU,2,64,Aythya collaris,"6, 5A","6, 5A, 5",,,Y
194,1510,Common Goldeneye,COGO,2,78,Bucephala clangula,"6, 7A","6, 7A",,,Y
195,1520,Barrow's Goldeneye,BAGO,2,79,Bucephala islandica,"7A, 6","7A, 6",,,Y
196,1530,Bufflehead,BUFF,2,77,Bucephala albeola,"5, 5A","5, 5A, 6",,,Y
197,1540,Long-tailed Duck,LTDU,2,76,Clangula hyemalis,"6, 5A, 5","6, 5A, 5",,,Y
198,1550,Harlequin Duck,HARD,2,72,Histrionicus histrionicus,"5, 5A","5, 5A, 6",,,Y
199,1570,Steller's Eider,STEI,2,68,Polysticta stelleri,"7A, 6","7A, 6",Y,,
200,1580,Spectacled Eider,SPEI,2,69,Somateria fischeri,"7A, 6","7A, 6",Y,,
201,1590,Common Eider,COEI,2,71,Somateria mollissima,"M: 7B, 7, 7A / F: 7A, 7, 7B","M: 7B, 7, 7A / F: 7A, 7, 7B",,,Y
202,1620,King Eider,KIEI,2,70,Somateria spectabilis,"7A, 6, 7, 7B","7A, 6, 7, 7B",,,Y
203,1630,Black Scoter,BLSC,2,75,Melanitta americana,7A,7A,,,Y
204,1650,White-winged Scoter,WWSC,2,74,Melanitta deglandi,"7A, 7","7A, 7, 7B",,,Y
205,1660,Surf Scoter,SUSC,2,73,Melanitta perspicillata,7A,7A,,,Y
206,1670,Ruddy Duck,RUDU,2,84,Oxyura jamaicensis,"M: 7A, 6 / F: 6, 7A","M: 7A, 6, 5A / F: 6, 7A, 5A",,,Y
207,1680,Masked Duck,MADU,2,83,Nomonyx dominicus,5,5,,,Y
2,10,Western Grebe,WEGR,3,97,Aechmophorus occidentalis,"7B, 7, 7A","7B, 7, 7A",,,
3,11,Clark's Grebe,CLGR,3,99,Aechmophorus clarkii,"7A, 7, 7B","7A, 7, 7B",,,
4,12,Western/Clark's Grebe,WCGR,3,98,,"7A, 7B","7A, 7B",,,
5,20,Red-necked Grebe,RNGR,3,95,Podiceps grisegena,"7A, 7, 7B","7A, 7, 7B",,,
6,30,Horned Grebe,HOGR,3,94,Podiceps auritus,"6, 5, 5A","6, 5, 5A",Québec,,
7,40,Eared Grebe,EAGR,3,96,Podiceps nigricollis,"5, 5A","5, 5A, 6",,,
8,50,Least Grebe,LEGR,3,92,Tachybaptus dominicus,4,4,,,
9,60,Pied-billed Grebe,PBGR,3,93,Podilymbus podiceps,"5, 6, 5A","5, 6, 5A",,,
10,70,Common Loon,COLO,3,90,Gavia immer,"8, 8A, 9","8, 8A, 9",,,
11,80,Yellow-billed Loon,YBLO,3,91,Gavia adamsii,"9, 8A","9, 8A",,,
12,90,Arctic Loon,ARLO,3,88,Gavia arctica,7B,7B,,,
13,100,Pacific Loon,PALO,3,89,Gavia pacifica,7B,7B,,,
14,110,Red-throated Loon,RTLO,3,87,Gavia stellata,7B,7B,,,
95,810,Black-footed Albatross,BFAL,3,126,Phoebastria nigripes,7B,"7B, 7, 7V",,,
96,811,Wandering Albatross,WAAL,3,124,Diomedea exulans,8,8,,,
97,816,Hybrid Albatross,HYAL,3,121,,"7B, 8, 7D","7B, 8, 7D",,,
98,820,Short-tailed Albatross,STAL,3,128,Phoebastria albatrus,8,8,Y,,
99,821,Laysan Albatross,LAAL,3,125,Phoebastria immutabilis,7B,"7B, 7, 7V",,,
100,822,Black-browed Albatross,BBAL,3,117,Thalassarche melanophris,8,8,,,
101,824,Waved Albatross,WAVA,3,127,Phoebastria irrorata,8,8,,,
102,830,Yellow-nosed Albatross,YNAL,3,115,Thalassarche chlororhynchos,8,8,,,
103,860,Northern Fulmar,NOFU,3,131,Fulmarus glacialis,"6, 5A","6, 5A, 5",,,
104,880,Cory's Shearwater,COSH,3,157,Calonectris diomedea,4,4,,,
105,881,Streaked Shearwater,STRS,3,156,Calonectris leucomelas,3B,3B,,,
106,890,Great Shearwater,GRSH,3,160,Ardenna gravis,"6, 5, 5R","6, 5, 5R",,,
107,900,Manx Shearwater,MASH,3,166,Puffinus puffinus,"4A, 4","4A, 4",,,
108,910,Pink-footed Shearwater,PFSH,3,158,Puffinus creatopus,"5, 4A","5, 4A",British Columbia,,
109,920,Audubon's Shearwater,AUSH,3,170,Puffinus lherminieri,"3B, 3A","3B, 3A",,,
110,922,Tropical Shearwater,TRSH,3,171,Puffinus bailloni,"3, 3B, 3A","3, 3B, 3A, 4",,,
111,930,Black-vented Shearwater,BVSH,3,169,Puffinus opisthomelas,4,4,,,
112,932,Newell's Shearwater,NESH,3,167,Puffinus newelli,"4, 4A","4, 4A",Y,,
113,950,Sooty Shearwater,SOSH,3,163,Ardenna grisea,"5, 5A, 4A","5, 5A, 4A, 6",,,
114,960,Short-tailed Shearwater,SHOS,3,164,Ardenna tenuirostris,"5, 4A","5, 4A",,,
115,961,Wedge-tailed Shearwater,WTSH,3,161,Ardenna pacifica,"5, 4A, 4","5, 4A, 4",,,
116,962,Buller's Shearwater,BULS,3,162,Ardenna bulleri,4,4,,,
117,963,Christmas Shearwater,CHSH,3,165,Puffinus nativitatis,"4, 4A","4, 4A",,,
118,980,Black-capped Petrel,BCPE,3,144,Pterodroma hasitata,3A,"3A, 3B",,,
119,983,Cook's Petrel,COPE,3,151,Pterodroma cookii,3,3,,,
120,985,Hawaiian Petrel,HAPE,3,148,Pterodroma sandwichensis,"4, 3A","4, 3A, 3B, 4A",Y,,
121,987,Juan Fernandez Petrel,JFPE,3,145,Pterodroma externa,3,3,,,
122,988,Phoenix Petrel,PHPE,3,147,Pterodroma alba,"4, 3A, 3B","4, 3A, 3B, 3, 4A",,,
123,991,Bonin Petrel,BOPE,3,149,Pterodroma hypoleuca,"3, 3B, 2A","3, 3B, 2A, 3A",,,
124,992,Black-winged Petrel,BWPE,3,150,Pterodroma nigripennis,2,2,,,
125,1001,Murphy's Petrel,MUPE,3,142,Pterodroma ultima,"3, 3B, 3A","3, 3B, 3A",,,
126,1004,Tahiti Petrel,TAPE,3,153,Pseudobulweria rostrata,4,"4, 4A",,,
127,1010,Bulwer's Petrel,BUPE,3,154,Bulweria bulwerii,"2, 2A, 3","2, 2A, 3",,,
128,1020,Cape Petrel,CAPE,3,134,Daption capense,"4, 4A","4, 4A",,,
129,1030,Least Storm-Petrel,LTSP,3,184,Hydrobates microsoma,1B,1B,,,
130,1050,Fork-tailed Storm-Petrel,FTSP,3,177,Hydrobates furcatus,"1B, 1A","1B, 1A",,,
131,1060,Leach's Storm-Petrel,LHSP,3,178,Hydrobates leucorhous,"1B, 1A","1B, 1A, 1",,,
132,1062,Band-rumped Storm-Petrel,BANP,3,180,Hydrobates castro,"1B, 1A, 1","1B, 1A, 1",,,
133,1063,Wedge-rumped Storm-Petrel,WRSP,3,181,Hydrobates tethys,1B,1B,,,
134,1070,Black Storm-Petrel,BLSP,3,182,Hydrobates melania,"1A, 1B","1A, 1B",,,
135,1071,Tristram's Storm-Petrel,TRSP,3,183,Hydrobates tristrami,"2, 2A","2, 2A",,,
136,1080,Ashy Storm-Petrel,ASSP,3,179,Hydrobates homochroa,1B,"1B, 1A",,,
137,1090,Wilson's Storm-Petrel,WISP,3,173,Oceanites oceanicus,"1B, 1A","1B, 1A",,,
138,1101,White-throated Storm-Petrel,WHSP,3,176,Nesofregetta fuliginosa,"3, 2A, 2","3, 2A, 2",,,
139,1120,White-tailed Tropicbird,WTTR,3,185,Phaethon lepturus,"4, 4A, 3A","4, 4A, 3A, 3B",,,
140,1130,Red-billed Tropicbird,RBTR,3,186,Phaethon aethereus,4A,"4A, 5",,,
141,1131,Red-tailed Tropicbird,RTTR,3,187,Phaethon rubricauda,"5, 4A, 5A","5, 4A, 5A, 6",,,
142,1140,Masked Booby,MABO,3,192,Sula dactylatra,"7B, 8","7B, 8, 7",,,
143,1141,Blue-footed Booby,BFBO,3,194,Sula nebouxii,"7B, 7, 7A","7B, 7, 7A",,,
144,1150,Brown Booby,BRBO,3,195,Sula leucogaster,"7B, 7","7B, 7",,,
145,1160,Red-footed Booby,RFBO,3,196,Sula sula,"7A, 7, 7B","7A, 7, 7B",,,
146,1170,Northern Gannet,NOGA,3,197,Morus bassanus,8,"8, 8A",,,
147,1180,Anhinga,ANHI,3,206,Anhinga anhinga,"7B, 8","7B, 8, 7",,,
148,1190,Great Cormorant,GRCO,3,201,Phalacrocorax carbo,8,"8, 7D",,,
149,1200,Double-crested Cormorant,DCCO,3,200,Phalacrocorax auritus,"8, 7B, 7D","8, 7B, 7D",,,
150,1201,Guanay Cormorant,GUCO,3,204,Leucocarbo bougainvillii,8,"8, 8A",,,
151,1210,Neotropic Cormorant,NECO,3,199,Phalacrocorax brasilianus,"7B, 7, 7A","7B, 7, 7A, 7D",,,
152,1220,Brandt's Cormorant,BRAC,3,198,Phalacrocorax penicillatus,8,"8, 7D, 8A",,,
153,1230,Pelagic Cormorant,PECO,3,203,Phalacrocorax pelagicus,"7B, 7, 7D","7B, 7, 7D, 7A, 8",,,
154,1240,Red-faced Cormorant,RFCO,3,202,Phalacrocorax urile,"8, 7B, 7D","8, 7B, 7D",,,
155,1250,American White Pelican,AWPE,3,207,Pelecanus erythrorhynchos,"9, 9C, 8A","9, 9C, 8A, 9A",,,
156,1260,Brown Pelican,BRPE,3,208,Pelecanus occidentalis,"8A, 9, 8","8A, 9, 8",,,
157,1280,Magnificent Frigatebird,MAFR,3,189,Fregata magnificens,"7B, 7, 7A","7B, 7, 7A",,,
158,1281,Great Frigatebird,GRFR,3,190,Fregata minor,"7B, 7, 7A","7B, 7, 7A, 7D",,,
159,1282,Lesser Frigatebird,LEFR,3,191,Fregata ariel,"7A, 7","7A, 7, 7B",,,
237,1820,American Flamingo,AMFL,3,100,Phoenicopterus ruber,"8, 8A","8, 8A, 9",,,
238,1830,Roseate Spoonbill,ROSP,3,228,Platalea ajaja,7B,7B,,,
239,1840,White Ibis,WHIB,3,224,Eudocimus albus,"6, 7A","6, 7A",,,
240,1850,Scarlet Ibis,SCIB,3,225,Eudocimus ruber,6,6,,,
241,1860,Glossy Ibis,GLIB,3,226,Plegadis falcinellus,6,6,,,
242,1870,White-faced Ibis,WFIB,3,227,Plegadis chihi,6,6,,,
243,1880,Wood Stork,WOST,3,188,Mycteria americana,8,8,Y,,
244,1900,American Bittern,AMBI,3,209,Botaurus lentiginosus,M: 7A / F: 6,"M: 7A, 6 / F: 6, 7A",,,
245,1910,Least Bittern,LEBI,3,211,Ixobrychus exilis,4,"4, 3A, 4A","Manitoba, New Brunswick, Nova Scotia, Ontario, Québec",,
246,1911,Yellow Bittern,YEBI,3,210,Ixobrychus sinensis,4,"4, 3A, 4A",,,
247,1920,Great White Heron,GWHE,3,212,Ardea herodias occidentalis,8,8,,,
248,1940,Great Blue Heron,GBHE,3,213,Ardea herodias,"7B, 8","7B, 8, 7",,,
249,1960,Great Egret,GREG,3,214,Ardea alba,"7B, 7A, 7","7B, 7A, 7",,,
250,1969,Pacific Reef Heron,PRHE,3,215,Egretta sacra,7A,"7A, 6",,,
251,1970,Snowy Egret,SNEG,3,216,Egretta thula,6,"6, 5A",,,
252,1980,Reddish Egret,REEG,3,219,Egretta rufescens,7A,"7A, 6",,,
253,1990,Tricolored Heron,TRHE,3,218,Egretta tricolor,6,"6, 5A",,,
254,2000,Little Blue Heron,LBHE,3,217,Egretta caerulea,6,"6, 5A, 7A",,,
255,2001,Cattle Egret,CAEG,3,220,Bubulcus ibis,6,"6, 5A, 7A",,,
256,2010,Green Heron,GRHE,3,221,Butorides virescens,"5, 5A, 6","5, 5A, 6, 4, 4A",,,
257,2020,Black-crowned Night-Heron,BCNH,3,222,Nycticorax nycticorax,"7A, 7","7A, 7, 6, 7B",,,
258,2030,Yellow-crowned Night-Heron,YCNH,3,223,Nyctanassa violacea,"7A, 7","7A, 7, 6, 7B",,,
372,3240,California Condor,CALC,3,231,Gymnogyps californianus,8V,8V,Y,,
373,3250,Turkey Vulture,TUVU,3,230,Cathartes aura,8V,8V,,,
374,3260,Black Vulture,BLVU,3,229,Coragyps atratus,8V,8V,,,
375,3270,Swallow-tailed Kite,STKI,3,234,Elanoides forficatus,6,"6, 5",,Y,
376,3271,Hook-billed Kite,HBKI,3,233,Chondrohierax uncinatus,"6, 7A","6, 7A",,Y,
377,3280,White-tailed Kite,WTKI,3,235,Elanus leucurus,"6, 5","6, 5",,Y,
378,3290,Mississippi Kite,MIKI,3,237,Ictinia mississippiensis,5,"5, 4A",,Y,
379,3300,Snail Kite,SNKI,3,236,Rostrhamus sociabilis,6,"6, 5",Y,,
380,3310,Northern Harrier,NOHA,3,239,Circus hudsonius,"M: 4, 4A / F: 5, 5A, 6","M: 4, 4A, 5 / F: 5, 5A, 6, 4",,Y,
381,3320,Sharp-shinned Hawk,SSHA,3,240,Accipiter striatus,"M: 2, 3 / F: 3B, 3A, 3","M: 2, 3, 3A, 3B / F: 3B, 3A, 3, 2, 4",,Y,
382,3321,Puerto Rican Sharp-shinned Hawk,PSSH,3,241,Accipiter striatus venator,"M: 2, 3 / F: 3, 3B","M: 2, 3 / F: 3, 3B, 3A",Y,,
383,3330,Cooper's Hawk,COHA,3,242,Accipiter cooperii,"M: 4, 4A, 5 / F: 5, 6, 4A, 5A","M: 4, 4A, 5 / F: 5, 6, 4A, 5A",,Y,
384,3340,Northern Goshawk,NOGO,3,243,Accipiter gentilis,"M: 6, 7A / F: 7A, 7B","M: 6, 7A / F: 7A, 7B",British Columbia,Y,
385,3350,Harris's Hawk,HRSH,3,245,Parabuteo unicinctus,"7A, 7B, 6","7A, 7B, 6",,Y,
386,3370,Red-tailed Hawk,RTHA,3,256,Buteo jamaicensis,"7B, 7D, 7A","7B, 7D, 7A, 7, 8",,Y,
387,3380,Harlan's Hawk,HRLH,3,257,Buteo jamaicensis harlani,"7B, 7A, 7D","7B, 7A, 7D, 7",,Y,
388,3390,Red-shouldered Hawk,RSHA,3,247,Buteo lineatus,"6, 5, 7A","6, 5, 7A, 5A",,Y,
389,3400,Zone-tailed Hawk,ZTHA,3,254,Buteo albonotatus,"7A, 6","7A, 6",,Y,
390,3410,White-tailed Hawk,WTHA,3,253,Geranoaetus albicaudatus,"7A, 7B","7A, 7B",,Y,
391,3420,Swainson's Hawk,SWHA,3,252,Buteo swainsoni,"M: 7A, 6 / F: 7A, 7B","M: 7A, 6 / F: 7A, 7B",,Y,
392,3430,Broad-winged Hawk,BWHA,3,248,Buteo platypterus,"5, 6","5, 6",,Y,
393,3431,Roadside Hawk,ROHA,3,246,Rupornis magnirostris,5,5,,Y,
394,3432,Puerto Rican Broad-winged Hawk,PBWH,3,249,Buteo platypterus brunnescens,6,6,Y,,
395,3440,Short-tailed Hawk,STHA,3,251,Buteo brachyurus,6,"6, 5",,Y,
396,3441,Hawaiian Hawk,HWHA,3,255,Buteo solitarius,"6, 7A","6, 7A",Y,,
397,3450,Common Black Hawk,CBHA,3,244,Buteogallus anthracinus,"7A, 6","7A, 6, 7B",,Y,
398,3460,Gray Hawk,GRHA,3,250,Buteo plagiatus,"6, 7A","6, 7A",,Y,
399,3470,Rough-legged Hawk,RLHA,3,259,Buteo lagopus,"M: 7A, 7B, 6 / F: 7B, 7A, 7D","M: 7A, 7B, 6, 7 / F: 7B, 7A, 7D, 7",,Y,
400,3480,Ferruginous Hawk,FEHA,3,258,Buteo regalis,"7D, 8, 7B, 7A","7D, 8, 7B, 7A, 7","Alberta, Manitoba, Saskatchewan",Y,
401,3490,Golden Eagle,GOEA,3,260,Aquila chrysaetos,"9, 9A, 9C","9, 9A, 9C",,,
402,3520,Bald Eagle,BAEA,3,238,Haliaeetus leucocephalus,"9, 8A, 9A","9, 8A, 9A, 8",,,
412,3640,Osprey,OSPR,3,232,Pandion haliaetus,"8, 7D","8, 7D",,Y,
1001,8502,Emperor Penguin,EMPE,3,102,Aptenodytes forsteri,9,9,,,
1002,8503,Gentoo Penguin,GEPE,3,103,Pygoscelis papua,9,9,,,
1003,8504,Adelie Penguin,ADPE,3,104,Pygoscelis adeliae,9,9,,,
1004,8505,Chinstrap Penguin,CHPE,3,105,Pygoscelis antarcticus,9,9,,,
1005,8508,Rockhopper Penguin,ROCP,3,107,Eudyptes chrysocome,9,9,,,
1006,8509,Royal Penguin,ROYP,3,108,Eudyptes schlegeli,9,9,,,
1007,8510,Macaroni Penguin,MACP,3,109,Eudyptes chrysolophus,9,9,,,
1008,8522,Gray-headed Albatross,GHAL,3,119,Thalassarche chrysostoma,8,8,,,
1009,8524,Light-mantled Albatross,LMSA,3,118,Phoebetria palpebrata,8,8,,,
1010,8525,Southern Giant Petrel,SGPE,3,122,Macronectes giganteus,"8, 7D","8, 7D, 7B",,,
1011,8526,Southern Fulmar,SOFU,3,132,Fulmarus glacialoides,5,5,,,
1012,8533,White-chinned Petrel,WCPE,3,155,Procellaria aequinoctialis,"7A, 6, 5A, 5","7A, 6, 5A, 5",,,
1013,8536,Kerguelen Petrel,KEPE,3,141,Aphrodroma brevirostris,4,4,,,
1014,8537,Snow Petrel,SNPE,3,135,Pagodroma nivea,4,4,,,
1015,8538,Gray-backed Storm-Petrel,GBSP,3,174,Garrodia nereis,"1B, 1A","1B, 1A",,,
1016,8541,Blue-eyed Cormorant,BECO,3,205,Leucocarbo atriceps,"8, 7D","8, 7D, 7B",,,
