   ,SPECIES_ID,SPECIES_NAME,ALPHA_CODE,Download,TAXONOMIC_ORDER,SCI_NAME,RECOMENDSIZE,ALLOWABLESIZE,ENDANGERED,RAPTOR,GAMEBIRD
1021,8553,Northern Giant Petrel,NGPE,3,123,Macronectes halli,8,8,,,
1026,8600,Micronesian Megapode,MIME,3,86,Megapodius laperouse,6,6,Y,,
15,120,Tufted Puffin,TUPU,4,395,Fratercula cirrhata,"6, 5, 5A","6, 5, 5A",,,
16,130,Atlantic Puffin,ATPU,4,393,Fratercula arctica,5,5,,,
17,140,Horned Puffin,HOPU,4,394,Fratercula corniculata,"5, 5A","5, 5A, 6",,,
18,150,Rhinoceros Auklet,RHAU,4,392,Cerorhinca monocerata,"5, 6, 5A","5, 6, 5A",,,
19,160,Cassin's Auklet,CAAU,4,387,Ptychoramphus aleuticus,"3, 3B, 3A","3, 3B, 3A",,,
20,170,Parakeet Auklet,PAAU,4,388,Aethia psittacula,4,"4, 4A",,,
21,180,Crested Auklet,CRAU,4,391,Aethia cristatella,4,4,,,
22,190,Whiskered Auklet,WHAU,4,390,Aethia pygmaea,3,3,,,
23,200,Least Auklet,LEAU,4,389,Aethia pusilla,"2, 3, 2A","2, 3, 2A, 3B",,,
24,210,Ancient Murrelet,ANMU,4,386,Synthliboramphus antiquus,"3, 3B","3, 3B, 3A",,,
25,230,Marbled Murrelet,MAMU,4,380,Brachyramphus marmoratus,"3, 3B","3, 3B",Y,,
26,232,Alaska Marbled Murrelet,AMMU,4,379,Brachyramphus marmoratus,"3, 3B","3, 3B",,,
27,240,Kittlitz's Murrelet,KIMU,4,381,Brachyramphus brevirostris,3,"3, 3B",,,
28,250,Xantus's Murrelet,XAMU,4,382,,"2, 2A","2, 2A",,,
29,251,Scripps's Murrelet,SCMU,4,383,Synthliboramphus scrippsi,"2, 2A","2, 2A",,,
30,252,Guadalupe Murrelet,GUMU,4,384,Synthliboramphus hypoleucus,"2, 2A","2, 2A",,,
31,260,Craveri's Murrelet,CRMU,4,385,Synthliboramphus craveri,2,2,,,
32,270,Black Guillemot,BLGU,4,376,Cepphus grylle,"4, 4A","4, 4A, 5",,,
33,290,Pigeon Guillemot,PIGU,4,377,Cepphus columba,"4, 4A","4, 4A, 5",,,
34,300,Common Murre,COMU,4,373,Uria aalge,"6M, 6","6M, 6",,,
35,310,Thick-billed Murre,TBMU,4,374,Uria lomvia,"6M, 5R, 6, 5","6M, 5R, 6, 5",,,
36,320,Razorbill,RAZO,4,375,Alca torda,"5R, 6M","5R, 6M, 5, 6",,,
37,340,Dovekie,DOVE,4,372,Alle alle,"3, 2A","3, 2A, 2",,,
38,352,South Polar Skua,SPSK,4,366,Stercorarius maccormicki,"7A, 7B","7A, 7B",,,
39,360,Pomarine Jaeger,POJA,4,369,Stercorarius pomarinus,5,5,,,
40,370,Parasitic Jaeger,PAJA,4,370,Stercorarius parasiticus,"3A, 4, 4A","3A, 4, 4A",,,
41,380,Long-tailed Jaeger,LTJA,4,371,Stercorarius longicaudus,"4, 4A","4, 4A",,,
42,390,Ivory Gull,IVGU,4,398,Pagophila eburnea,4,4,"Newfoundland and Labrador, Northwest Territories, Nunavut",,
43,391,Magellan Gull,MAGU,4,404,Leucophaeus scoresbii,5,5,,,
44,400,Black-legged Kittiwake,BLKI,4,396,Rissa tridactyla,"4A, 5, 4","4A, 5, 4",,,
45,410,Red-legged Kittiwake,RLKI,4,397,Rissa brevirostris,"4A, 4, 3A","4A, 4, 3A",,,
46,420,Glaucous Gull,GLGU,4,420,Larus hyperboreus,7A,"7A, 7B",,,
47,430,Iceland Gull,ICGU,4,416,Larus glaucoides,6,6,,,
48,431,Thayer's Gull,THGU,4,415,Larus glaucoides thayeri,6,6,,,
49,440,Glaucous-winged Gull,GWGU,4,419,Larus glaucescens,"7A, 7, 7B","7A, 7, 7B",,,
50,446,Hybrid Gull,HYGU,4,423,,"6, 7A, 7","6, 7A, 7, 7B",,,
51,470,Great Black-backed Gull,GBBG,4,421,Larus marinus,"7B, 7, 7A","7B, 7, 7A",,,
52,490,Western Gull,WEGU,4,411,Larus occidentalis,"6, 7A","6, 7A",,,
53,500,Lesser Black-backed Gull,LBBG,4,417,Larus fuscus,6,6,,,
54,510,Herring Gull,HERG,4,414,Larus argentatus,"6, 7A","6, 7A",,,
55,530,California Gull,CAGU,4,413,Larus californicus,"5, 5A","5, 5A, 6",,,
56,534,Unidentified Gull,UNGU,4,424,,"5, 5A","5, 5A, 6, 7A",,,
57,540,Ring-billed Gull,RBGU,4,410,Larus delawarensis,"5, 4A, 5A","5, 4A, 5A, 4",,,
58,550,Mew Gull,MEGU,4,409,Larus canus,"4A, 4, 5","4A, 4, 5, 5A",,,
59,551,Black-headed Gull,BHGU,4,401,Chroicocephalus ridibundus,5,5,,,
60,570,Heermann's Gull,HEEG,4,408,Larus heermanni,4A,"4A, 4",,,
61,580,Laughing Gull,LAGU,4,405,Leucophaeus atricilla,"5, 4A, 4","5, 4A, 4",,,
62,590,Franklin's Gull,FRGU,4,406,Leucophaeus pipixcan,4,"4, 4A",,,
63,600,Bonaparte's Gull,BOGU,4,400,Chroicocephalus philadelphia,"3, 3B","3, 3B, 3A",,,
64,601,Little Gull,LIGU,4,402,Hydrocoloeus minutus,3,3,,,
65,610,Ross's Gull,ROGU,4,403,Rhodostethia rosea,3,3,"Manitoba, Nunavut",,
66,620,Sabine's Gull,SAGU,4,399,Xema sabini,"3, 3B","3, 3B",,,
67,630,Gull-billed Tern,GBTE,4,437,Gelochelidon nilotica,"3B, 3A","3B, 3A, 3",,,
68,640,Caspian Tern,CATE,4,438,Hydroprogne caspia,"5, 4A","5, 4A, 5A",,,
69,650,Royal Tern,ROYT,4,450,Thalasseus maximus,"4, 4A","4, 4A, 5",,,
70,652,Crested Tern,CRTE,4,451,Thalasseus bergii,"3, 3B","3, 3B",,,
71,660,Elegant Tern,ELTE,4,454,Thalasseus elegans,3,"3, 3B",,,
72,670,Sandwich Tern,SATE,4,452,Thalasseus sandvicensis,3B,"3B, 3, 3A",,,
73,671,Cayenne Tern,CAYT,4,453,Thalasseus acuflavidus eurygnathus,3B,3B,,,
74,690,Forster's Tern,FOTE,4,449,Sterna forsteri,3,"3, 2A",,,
75,700,Common Tern,COTE,4,445,Sterna hirundo,"2A, 2","2A, 2, 3",,,
76,706,Hybrid Tern,HYTE,4,455,,"2, 2A","2, 2A",,,
77,710,Arctic Tern,ARTE,4,446,Sterna paradisaea,"2, 2A","2, 2A, 3",,,
78,720,Roseate Tern,ROST,4,442,Sterna dougallii,"2, 2A","2, 2A, 3",Y,,
79,725,Common Tern X Roseate Tern Hybrid,HCRT,4,444,,2,2,,,
80,730,Aleutian Tern,ALTE,4,432,Onychoprion aleuticus,"2, 2A, 1D","2, 2A, 1D",,,
81,731,Black-naped Tern,BNTE,4,443,Sterna sumatrana,2,2,,,
82,740,Least Tern,LETE,4,434,Sternula antillarum,"1A, 1B","1A, 1B",,,
83,742,Interior Least Tern,ILTE,4,435,Sternula antillarum athalassos,"1A, 1B","1A, 1B, 1P",Y,,
84,743,California Least Tern,CLTE,4,436,Sternula antillarum browni,"1A, 1B","1A, 1B, 1P",Y,,
85,750,Sooty Tern,SOTE,4,429,Onychoprion fuscatus,3,"3, 2, 2A, 3B",,,
86,760,Bridled Tern,BRTE,4,431,Onychoprion anaethetus,"2A, 3, 2","2A, 3, 2",,,
87,761,Gray-backed Tern,GRAT,4,430,Onychoprion lunatus,"2, 2A","2, 2A, 3",,,
88,770,Black Tern,BLTE,4,439,Chlidonias niger,"1D, 1A, 2","1D, 1A, 2",,,
89,780,White-winged Tern,WWTE,4,440,Chlidonias leucopterus,2,2,,,
90,790,Brown Noddy,BRNO,4,425,Anous stolidus,3,"3, 3B",,,
91,791,Black Noddy,BLNO,4,426,Anous minutus,"2, 3, 2A","2, 3, 2A, 3B",,,
92,792,Blue-gray Noddy,BGNO,4,427,Anous ceruleus,"2, 1D, 2A","2, 1D, 2A",,,
93,793,White Tern,WHTE,4,428,Gygis alba,"2, 2A","2, 2A",,,
94,800,Black Skimmer,BLSK,4,456,Rynchops niger,"4, 4A, 3A, 4V","4, 4A, 3A, 4V, 3B",,,
259,2040,Whooping Crane,WHCR,4,287,Grus americana,"9, 9V","9, 9V",Y,,
260,2060,Sandhill Crane,SACR,4,284,Antigone canadensis,"8, 8A, 9","8, 8A, 9",,,Y
261,2061,Mississippi Sandhill Crane,MSCR,4,285,Antigone canadensis pulla,"8, 8A","8, 8A",Y,,
262,2070,Limpkin,LIMP,4,283,Aramus guarauna,"7A, 6","7A, 6",,,
263,2080,King Rail,KIRA,4,271,Rallus elegans,5,"5, 4A, 5A",Ontario,,Y
264,2110,Clapper Rail,CLRA,4,270,Rallus longirostris,"5, 4A","5, 4A, 5A",,,Y
265,2111,California Ridgway's Rail,CRRA,4,267,Rallus obsoletus obsoletus,5,"5, 4A, 5A",Y,,
266,2112,Light-footed Ridgway's Rail,LFRR,4,268,Rallus obsoletus levipes,5,"5, 4A, 5A",Y,,
267,2113,Yuma Ridgway's Rail,YRRA,4,269,Rallus obsoletus yumanensis,5,"5, 4A, 5A",Y,,
268,2120,Virginia Rail,VIRA,4,272,Rallus limicola,"2, 3, 2A","2, 3, 2A, 3B",,,Y
269,2140,Sora,SORA,4,273,Porzana carolina,"2, 2A, 3","2, 2A, 3",,,Y
270,2150,Yellow Rail,YERA,4,261,Coturnicops noveboracensis,"2, 1D","2, 1D, 1A",,,
271,2160,Black Rail,BLRA,4,262,Laterallus jamaicensis,"1D, 1A, 2","1D, 1A, 2",,,
272,2161,Buff-banded Rail,BBRA,4,265,Gallirallus philippensis,4,4,,,Y
273,2180,Purple Gallinule,PUGA,4,276,Porphyrio martinicus,"4, 4A, 5","4, 4A, 5",,,Y
274,2190,Common Gallinule,COGA,4,277,Gallinula galeata,"5A, 6, 5","5A, 6, 5",,,Y
275,2191,Hawaiian Gallinule,HAGA,4,278,Gallinula galeata sandvicensis,"5, 6","5, 6",Y,,
276,2201,Hawaiian Coot,HACO,4,280,Fulica alai,"6, 5A, 5","6, 5A, 5",Y,,
277,2210,American Coot,AMCO,4,281,Fulica americana,"6, 5A, 5","6, 5A, 5",,,Y
278,2220,Red Phalarope,REPH,4,364,Phalaropus fulicarius,1A,"1A, 1B",,,
279,2230,Red-necked Phalarope,RNPH,4,363,Phalaropus lobatus,1B,"1B, 1, 1A",,,
280,2240,Wilson's Phalarope,WIPH,4,362,Phalaropus tricolor,"1D, 1A, 2","1D, 1A, 2, 1B",,,
281,2250,American Avocet,AMAV,4,290,Recurvirostra americana,"4, 4A","4, 4A, 5",,,
282,2260,Black-necked Stilt,BNST,4,288,Himantopus mexicanus,"3A, 4, 4A","3A, 4, 4A, 3B",,,
283,2261,Hawaiian Stilt,HAST,4,289,Himantopus mexicanus knudseni,"4, 3A, 4A","4, 3A, 4A",Y,,
284,2262,Black-winged Stilt,BWST,4,286,Himantopus himantopus,4,"4, 3A, 4A",,,
285,2280,American Woodcock,AMWO,4,361,Scolopax minor,3,"3, 3A, 3B",,,Y
286,2290,Common Snipe,COSN,4,356,Gallinago gallinago,"3, 3B","3, 3B",,,
287,2300,Wilson's Snipe,WISN,4,357,Gallinago delicata,"3, 3B, 3A, 2","3, 3B, 3A, 2",,,Y
288,2301,Pin-tailed Snipe,PTSN,4,358,Gallinago stenura,3,3,,,Y
289,2302,Swinhoe's Snipe,SWSN,4,359,Gallinago megala,3,3,,,Y
290,2310,Short-billed Dowitcher,SBDO,4,354,Limnodromus griseus,"2, 2A","2, 2A, 3",,,
291,2320,Long-billed Dowitcher,LBDO,4,355,Limnodromus scolopaceus,"2, 2A","2, 2A, 3",,,
292,2330,Stilt Sandpiper,STSA,4,338,Calidris himantopus,"1A, 1D","1A, 1D, 1B, 2",,,
293,2340,Red Knot,REKN,4,333,Calidris canutus,"2, 2A","2, 2A, 3, 3A, 3B","British Columbia, Yukon Territory, Northwest Territories",,
294,2341,Rufa Red Knot,RRKN,4,334,Calidris canutus rufa,"2, 2A","2, 2A, 3",Y,,
295,2350,Purple Sandpiper,PUSA,4,346,Calidris maritima,"1A, 1D, 2","1A, 1D, 2",,,
296,2360,Rock Sandpiper,ROSA,4,345,Calidris ptilocnemis,"2, 1D","2, 1D, 1A",,,
297,2380,Sharp-tailed Sandpiper,SHAS,4,337,Calidris acuminata,"1A, 1D","1A, 1D, 2",,,
298,2390,Pectoral Sandpiper,PESA,4,351,Calidris melanotos,"1A, 1D, 2","1A, 1D, 2, 1B, 2A",,,
299,2400,White-rumped Sandpiper,WRSA,4,349,Calidris fuscicollis,"1A, 1B","1A, 1B, 1",,,
300,2410,Baird's Sandpiper,BASA,4,347,Calidris bairdii,"1B, 1A","1B, 1A",,,
301,2420,Least Sandpiper,LESA,4,348,Calidris minutilla,"1, 1B, 1C","1, 1B, 1C, 0",,,
302,2422,Red-necked Stint,RNST,4,342,Calidris ruficollis,"1, 1B, 1C","1, 1B, 1C",,,
303,2423,Long-toed Stint,LTST,4,340,Calidris subminuta,"1, 1B","1, 1B",,,
304,2430,Dunlin,DUNL,4,344,Calidris alpina,"1A, 1B, 1D","1A, 1B, 1D, 2",,,
305,2440,Curlew Sandpiper,CUSA,4,339,Calidris ferruginea,1A,1A,,,
306,2460,Semipalmated Sandpiper,SESA,4,352,Calidris pusilla,"1B, 1","1B, 1, 0, 1A, 1C",,,
307,2470,Western Sandpiper,WESA,4,353,Calidris mauri,"1B, 1","1B, 1, 0, 1A, 1C",,,
308,2480,Sanderling,SAND,4,343,Calidris alba,"1A, 1D","1A, 1D, 1B, 2",,,
309,2490,Marbled Godwit,MAGO,4,330,Limosa fedoa,4,"4, 4A",,,
310,2500,Bar-tailed Godwit,BARG,4,329,Limosa lapponica,M: 4 / F: 4A,M: 4 / F: 4A,,,
311,2510,Hudsonian Godwit,HUGO,4,328,Limosa haemastica,3A,"3A, 3B, 4",,,
312,2532,Common Greenshank,CGRE,4,317,Tringa nebularia,"3, 3B, 3A","3, 3B, 3A",,,
313,2540,Greater Yellowlegs,GRYE,4,318,Tringa melanoleuca,"3, 3B","3, 3B, 2A, 3A",,,
314,2550,Lesser Yellowlegs,LEYE,4,320,Tringa flavipes,"2, 2A","2, 2A, 1D, 3",,,
315,2560,Solitary Sandpiper,SOSA,4,314,Tringa solitaria,"1A, 1D, 2","1A, 1D, 2, 1B",,,
316,2561,Wood Sandpiper,WOSA,4,322,Tringa glareola,"3, 2, 1D, 1A","3, 2, 1D, 1A",,,
317,2562,Marsh Sandpiper,MASA,4,321,Tringa stagnatilis,"3, 2, 1D","3, 2, 1D",,,
318,2580,Willet,WILL,4,319,Tringa semipalmata,"4, 4A, 3A","4, 4A, 3A, 5",,,
319,2590,Wandering Tattler,WATA,4,316,Tringa incana,"3, 2, 2A","3, 2, 2A",,,
320,2591,Gray-tailed Tattler,GTTA,4,315,Tringa brevipes,"3, 2, 2A","3, 2, 2A",,,
321,2600,Ruff,RUFF,4,336,Calidris pugnax,"3, 2A","3, 2A, 2",,,
322,2610,Upland Sandpiper,UPSA,4,323,Bartramia longicauda,"3, 2A","3, 2A",,,
323,2620,Buff-breasted Sandpiper,BBSA,4,350,Calidris  subruficollis,1A,1A,,,
324,2630,Spotted Sandpiper,SPSA,4,313,Actitis macularius,"1B, 1A","1B, 1A, 1D",,,
325,2631,Common Sandpiper,COSA,4,312,Actitis hypoleucos,"1B, 1A","1B, 1A",,,
326,2640,Long-billed Curlew,LBCU,4,326,Numenius americanus,"5, 4A, 5A","5, 4A, 5A, 4, 6",,,
327,2650,Whimbrel,WHIM,4,324,Numenius phaeopus,"4, 4A","4, 4A",,,
328,2680,Bristle-thighed Curlew,BTCU,4,325,Numenius tahitiensis,"4A, 5","4A, 5, 4",,,
329,2700,Black-bellied Plover,BBPL,4,294,Pluvialis squatarola,"3, 3B, 3A","3, 3B, 3A",,,
330,2720,American Golden-Plover,AMGP,4,296,Pluvialis dominica,"3, 2A, 2","3, 2A, 2, 3B",,,
331,2721,Pacific Golden-Plover,PAGP,4,297,Pluvialis fulva,"3, 2A, 2","3, 2A, 2, 3B",,,
332,2729,Lesser Golden-Plover,LEGP,4,298,,"3, 2A, 2","3, 2A, 2, 3B",,,
333,2730,Killdeer,KILL,4,306,Charadrius vociferus,"2, 2A, 1D","2, 2A, 1D, 1A, 3",,,
334,2740,Semipalmated Plover,SEPL,4,304,Charadrius semipalmatus,"1A, 1B, 1D","1A, 1B, 1D, 1, 1P",,,
335,2750,Common Ringed Plover,CRPL,4,303,Charadrius hiaticula,"1A, 1B","1A, 1B",,,
336,2770,Piping Plover,PIPL,4,305,Charadrius melodus,"1A, 1B","1A, 1B",Y,,
337,2780,Snowy Plover,SNPL,4,300,Charadrius nivosus,1P,"1P, 1A, 1B",,,
338,2781,Western Snowy Plover,WSPL,4,301,Charadrius nivosus nivosus,1P,"1P, 1A, 1B",Y,,
339,2790,Lesser Sand-Plover,LRSP,4,299,Charadrius mongolus,3,3,,,
340,2800,Wilson's Plover,WIPL,4,302,Charadrius wilsonia,"1D, 1A, 2","1D, 1A, 2",,,
341,2810,Mountain Plover,MOPL,4,307,Charadrius montanus,"2, 3","2, 3, 2A, 3A, 3B","Alberta, Saskatchewan",,
342,2820,Surfbird,SURF,4,335,Calidris virgata,"2A, 3, 2","2A, 3, 2",,,
343,2830,Ruddy Turnstone,RUTU,4,331,Arenaria interpres,"2A, 2, 3","2A, 2, 3, 3B",,,
344,2840,Black Turnstone,BLTU,4,332,Arenaria melanocephala,"2A, 2","2A, 2, 3",,,
345,2860,American Oystercatcher,AMOY,4,291,Haematopus palliatus,"5A, 5, 6","5A, 5, 6",,,
346,2870,Black Oystercatcher,BLOY,4,292,Haematopus bachmani,"5, 5A","5, 5A, 6",,,
347,2880,Northern Jacana,NOJA,4,311,Jacana spinosa,3A,"3A, 3B, 4",,,
1017,8543,Snowy Sheathbill,SNSH,4,309,Chionis albus,"7A, 6","7A, 6",,,
1018,8546,Southern Black-backed Gull,SBBG,4,422,Larus dominicanus,"7A, 7, 7B","7A, 7, 7B",,,
1019,8548,Antarctic Tern,ANTE,4,447,Sterna vittata,"3, 3B","3, 3B",,,
1020,8552,Hybrid Skua,HYSK,4,368,,"7B, 7A","7B, 7A",,,
1022,8554,Brown Skua,BRSK,4,367,Stercorarius antarcticus,"7B, 7A","7B, 7A",,,
348,3120,Band-tailed Pigeon,BTPI,5,462,Patagioenas fasciata,"5, 5A","5, 5A",,,Y
349,3121,Plain Pigeon,PLPI,5,460,Patagioenas inornata,5,5,Y,,
350,3130,Red-billed Pigeon,RBPI,5,459,Patagioenas flavirostris,5,5,,,
351,3140,White-crowned Pigeon,WCPI,5,458,Patagioenas leucocephala,"4, 4A","4, 4A, 3A",,,Y
352,3141,Scaly-naped Pigeon,SNPI,5,457,Patagioenas squamosa,5,5,,,Y
353,3151,Spotted Dove,SPDO,5,466,Streptopelia chinensis,"3A, 4","3A, 4, 3B",,,
354,3152,African Collared-Dove,AFCD,5,464,Streptopelia roseogrisea,"4, 4A","4, 4A, 3A",,,
355,3153,Zebra Dove,ZEBD,5,467,Geopelia striata,"3, 2","3, 2",,,
356,3154,White-throated Ground-Dove,WTGD,5,472,Alopecoenas xanthonurus,"4, 3A","4, 3A",,,
357,3155,Mariana Fruit Dove,MAFD,5,476,Ptilinopus roseicapilla,"3A, 3B","3A, 3B",,,
358,3158,Philippine Turtle-Dove,PHTD,5,463,Streptopelia bitorquata,"4, 3A","4, 3A, 3B",,,
359,3159,Eurasian Collared-Dove,ECDO,5,465,Streptopelia decaocto,"4A, 4","4A, 4, 3A",,,
360,3160,Mourning Dove,MODO,5,485,Zenaida macroura,"3A, 3B","3A, 3B, 3, 4",,,Y
361,3161,Eared Dove,EADO,5,484,Zenaida auriculata,3A,3A,,,Y
362,3170,Zenaida Dove,ZEND,5,483,Zenaida aurita,"4, 3A","4, 3A, 3B, 4A",,,Y
363,3180,White-tipped Dove,WTDO,5,480,Leptotila verreauxi,"3A, 4, 3B","3A, 4, 3B",,,Y
364,3181,Caribbean Dove,CADO,5,481,Leptotila jamaicensis,3A,3A,,,
365,3190,White-winged Dove,WWDO,5,482,Zenaida asiatica,"4, 3A","4, 3A, 4A",,,Y
366,3200,Common Ground-Dove,COGD,5,469,Columbina passerina,"2, 1D","2, 1D, 1A",,,
367,3201,Ruddy Ground-Dove,RUGD,5,470,Columbina talpacoti,2,2,,,
368,3210,Inca Dove,INDO,5,468,Columbina inca,"2, 3","2, 3, 1D",,,
369,3220,Key West Quail-Dove,KWQD,5,478,Geotrygon chrysia,"3A, 4","3A, 4, 3B",,,
370,3221,Ruddy Quail-Dove,RUQD,5,471,Geotrygon montana,"3A, 4, 3B","3A, 4, 3B, 3",,,
371,3222,Bridled Quail-Dove,BRQD,5,479,Geotrygon mystacea,"3A, 4","3A, 4",,,
403,3540,Gyrfalcon,GYRF,5,615,Falco rusticolus,7B,"M: 7B, 7A / F: 7B, 7D",,Y,
404,3550,Prairie Falcon,PRFA,5,617,Falco mexicanus,"M: 6, 7A, 5 / F: 7A, 7B, 6","M: 6, 7A, 5 / F: 7A, 7B, 6",,Y,
405,3560,Peregrine Falcon,PEFA,5,616,Falco peregrinus,"M: 6, 7A / F: 7A, 7B","M: 6, 7A, 7B / F: 7A, 7B, 6",,Y,
406,3570,Merlin,MERL,5,613,Falco columbarius,"M: 3, 3B, 3A / F: 4, 3A, 3B","M: 3, 3B, 3A, 4 / F: 4, 3A, 3B",,Y,
407,3590,Aplomado Falcon,APFA,5,614,Falco femoralis,M: 4 / F: 5,M: 4 / F: 5,Y,,
408,3591,Eurasian Kestrel,EUKE,5,611,Falco tinnunculus,"3B, 4","3B, 4",,Y,
409,3600,American Kestrel,AMKE,5,612,Falco sparverius,"3B, 3A, 3","3B, 3A, 3",,Y,
410,3620,Crested Caracara,CRCA,5,609,Caracara cheriway,"7A, 7B","7A, 7B",,Y,
411,3621,Audubon's Crested Caracara,ACCA,5,610,Polyborus plancus audubonii,"7A, 7B","7A, 7B",Y,,
413,3650,Barn Owl,BNOW,5,495,Tyto alba,"6, 7A","6, 7A, 7B","British Columbia, Ontario, Québec",,
414,3660,Long-eared Owl,LEOW,5,516,Asio otus,"6, 5","6, 5, 5A",,,
415,3670,Short-eared Owl,SEOW,5,517,Asio flammeus,6,"6, 5, 5A, 7A",,,
416,3680,Barred Owl,BDOW,5,514,Strix varia,"7B, 7D","7B, 7D, 7A, 8",,,
417,3686,Spotted X Barred Owl Hybrid,SBOH,5,510,,7B,7B,,,
418,3691,California Spotted Owl,CSOW,5,511,Strix occidentalis occidentalis,"7B, 7A","7B, 7A, 7D",,,
419,3692,Northern Spotted Owl,NSOW,5,512,Strix occidentalis caurina,"7B, 7A","7B, 7A, 7D",Y,,
420,3693,Mexican Spotted Owl,MSOW,5,513,Strix occidentalis lucida,"7B, 7A","7B, 7A",Y,,
421,3700,Great Gray Owl,GGOW,5,515,Strix nebulosa,8,"8, 7D",,,
422,3710,Boreal Owl,BOOW,5,518,Aegolius funereus,"5, 6","5, 6, 5A",,,
423,3720,Northern Saw-whet Owl,NSWO,5,519,Aegolius acadicus,"4, 3A, 4A","4, 3A, 4A",British Columbia,,
424,3730,Eastern Screech-Owl,EASO,5,499,Megascops asio,"5, 4A, 4","5, 4A, 4, 6",,,
425,3731,Whiskered Screech-Owl,WHSO,5,500,Megascops trichopsis,"4, 3A","4, 3A, 3B",,,
426,3732,Western Screech-Owl,WESO,5,498,Megascops kennicottii,"5, 4A, 4","5, 4A, 4",British Columbia,,
